         8182 function calls (7844 primitive calls) in 0.213 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.006    0.003 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\query.py:2852(_iter)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\context.py:581(orm_setup_cursor_result)
        7    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\attributes.py:843(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\elements.py:1500(comparator)
       12    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\mapper.py:2455(_log_desc)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\compiler.py:5024(_compose_select_body)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\query.py:556(_statement_20)
       12    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\event\registry.py:337(base_listen)
        1    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\session.py:1499(__init__)
    26/13    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\operators.py:577(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\relationships.py:2337(_log_joins)
        6    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\relationships.py:2534(_has_annotation)
        6    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\annotation.py:301(_with_annotations)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\engine\default.py:1845(_setup_result_proxy)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\context.py:1670(_simple_statement)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\loading.py:224(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\elements.py:5400(_with_annotations)
        5    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:1690(callHandlers)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\selectable.py:4741(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\selectable.py:4872(_normalize_froms)
      109    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        5    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:1098(emit)
        3    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\dependency.py:28(__init__)
        2    0.000    0.000    0.002    0.001 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\compiler.py:843(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\event\api.py:26(_event_key)
       18    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\type_api.py:2335(to_instance)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\traversals.py:44(compare)
       31    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:1479(info)
     16/9    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\path_registry.py:787(_getitem)
        7    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\elements.py:5326(_memoized_method_lower)
        2    0.000    0.000    0.001    0.001 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\context.py:440(create_for_statement)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\compiler.py:2589(visit_column)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\instrumentation.py:502(new_instance)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\relationships.py:3065(_setup_pairs)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\context.py:2697(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\relationships.py:1846(_setup_entity)
        5    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:1610(_log)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\re\_compiler.py:511(_compile_info)
       17    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\compiler.py:7703(quote)
        9    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\interfaces.py:1026(_get_context_loader)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\relationships.py:3124(_warn_for_conflicting_sync_targets)
        2    0.000    0.000    0.000    0.000 {method 'fetchall' of 'sqlite3.Cursor' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\attributes.py:1226(__init__)
       35    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\util\langhelpers.py:1402(oneshot)
       13    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\elements.py:1528(operate)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\engine\result.py:176(_row_as_tuple_getter)
       12    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\events.py:2526(_listen)
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:674(format)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\type_api.py:1028(adapt)
        1    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\pool\base.py:706(checkout)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\json\encoder.py:205(iterencode)
        2    0.000    0.000    0.001    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\state_changes.py:93(_go)
       12    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\json\encoder.py:334(_iterencode_dict)
        5    0.000    0.000    0.001    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\engine\base.py:178(_log_info)
      126    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:606(formatTime)
       30    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\engine\cursor.py:1537(_soft_close)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\util\langhelpers.py:1492(constructor_copy)
        2    0.000    0.000    0.006    0.003 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\flask_sqlalchemy\model.py:21(__get__)
        4    0.000    0.000    0.001    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\util\langhelpers.py:1350(oneshot)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\context.py:2817(setup_compile_state)
        1    0.000    0.000    0.002    0.002 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\mapper.py:2088(_configure_property)
      6/4    0.000    0.000    0.006    0.001 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\mapper.py:2393(_check_configure)
        8    0.000    0.000    0.001    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\interfaces.py:1114(post_instrument_class)
        6    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\annotation.py:296(_annotate)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\type_api.py:2347(adapt_type)
        4    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\elements.py:5534(safe_construct)
    85/81    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\relationships.py:1590(_add_reverse_property)
        2    0.000    0.000    0.006    0.003 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\query.py:288(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\type_api.py:934(_cached_result_processor)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\context.py:2608(to_compile_state)
       12    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\event\base.py:177(_listen)
        3    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\mapper.py:3391(self_and_descendants)
        2    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\engine\cursor.py:1490(_init_metadata)
        2    0.000    0.000    0.002    0.001 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\elements.py:317(_compiler)
       13    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\event\base.py:180(_for_class)
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:1087(flush)
        4    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\relationships.py:2050(_columns_are_mapped)
       12    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\event\registry.py:362(append_to_list)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\properties.py:391(_orm_annotate_column)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\type_api.py:875(dialect_impl)
        7    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\inspection.py:113(inspect)
        5    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\orm\strategies.py:240(init_class_attribute)
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:1595(makeRecord)
        4    0.000    0.000    0.000    0.000 C:\Users\sahit\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\sqlalchemy\sql\base.py:803(__add__)
       18    0.000    0.000    0.000    0.000 <string>:1(_generated_get_children_traversal)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\re\_parser.py:979(parse)
